DateTime,TEMP,DWPT,TSUN,PRCP,WSPD,WPGT,PRES,RHUM
2024-04-09 23:00:00,13 °C,11.1 °C,—,0 mm,16.6 km/h,—,1017 hPa,88 %
2024-04-08 18:00:00,16.7 °C,8.9 °C,—,0 mm,31.3 km/h,—,1019.4 hPa,60 %
2024-04-08 19:00:00,16 °C,9 °C,—,0 mm,24.1 km/h,—,1019 hPa,63 %
2024-04-08 20:00:00,14 °C,9 °C,—,0 mm,22.3 km/h,—,1019 hPa,72 %
2024-04-08 21:00:00,13.5 °C,9.7 °C,—,0 mm,22.3 km/h,—,1019.7 hPa,78 %
2024-04-08 22:00:00,13 °C,10 °C,—,0 mm,13 km/h,—,1019 hPa,82 %
2024-04-08 23:00:00,13 °C,10 °C,—,0 mm,11.2 km/h,—,1019 hPa,82 %
2024-04-07 18:00:00,16.2 °C,4.9 °C,—,0 mm,25.9 km/h,—,1018.6 hPa,47 %
2024-04-07 19:00:00,15 °C,7.1 °C,—,0 mm,25.9 km/h,—,1019 hPa,59 %
2024-04-07 20:00:00,14 °C,8 °C,—,0 mm,31.7 km/h,—,1020 hPa,67 %
2024-04-07 21:00:00,13 °C,7.7 °C,—,0 mm,25.9 km/h,—,1020.1 hPa,70 %
2024-04-07 22:00:00,13 °C,6.1 °C,—,0 mm,31.7 km/h,—,1021 hPa,63 %
2024-04-07 23:00:00,12 °C,8.1 °C,—,0 mm,16.6 km/h,—,1021 hPa,77 %
2024-04-06 18:00:00,18.7 °C,7.5 °C,—,0 mm,11.2 km/h,—,1018.6 hPa,48 %
2024-04-06 19:00:00,18 °C,7.1 °C,—,0 mm,7.6 km/h,—,1018 hPa,49 %
2024-04-06 20:00:00,18 °C,5.9 °C,—,0 mm,5.4 km/h,—,1018 hPa,45 %
2024-04-06 21:00:00,18 °C,2.3 °C,—,0 mm,0 km/h,—,1018.5 hPa,35 %
2024-04-06 22:00:00,17 °C,2.9 °C,—,0 mm,5.4 km/h,—,1018 hPa,39 %
2024-04-06 23:00:00,17 °C,2.2 °C,—,0 mm,5.4 km/h,—,1017 hPa,37 %
2024-04-05 18:00:00,18.7 °C,6.5 °C,—,0 mm,11.2 km/h,—,1019.9 hPa,45 %
2024-04-05 19:00:00,17 °C,7.1 °C,—,0 mm,7.6 km/h,—,1020 hPa,52 %
2024-04-05 20:00:00,16 °C,8 °C,—,0 mm,1.8 km/h,—,1020 hPa,59 %
2024-04-05 21:00:00,16.1 °C,7.3 °C,—,0 mm,1.8 km/h,—,1020.7 hPa,56 %
2024-04-05 22:00:00,16 °C,7 °C,—,0 mm,5.4 km/h,—,1021 hPa,55 %
2024-04-05 23:00:00,14 °C,8 °C,—,0 mm,7.6 km/h,—,1021 hPa,67 %
2024-04-04 18:00:00,20.1 °C,0.5 °C,—,0 mm,20.5 km/h,—,1014.7 hPa,27 %
2024-04-04 19:00:00,19 °C,-0.9 °C,—,0 mm,20.5 km/h,—,1015 hPa,26 %
2024-04-04 20:00:00,17 °C,0.2 °C,—,0 mm,9.4 km/h,—,1016 hPa,32 %
2024-04-04 21:00:00,16 °C,0.9 °C,—,0 mm,11.2 km/h,—,1016.4 hPa,36 %
2024-04-04 22:00:00,16 °C,2 °C,—,0 mm,7.6 km/h,—,1018 hPa,39 %
2024-04-04 23:00:00,15 °C,1.8 °C,—,0 mm,11.2 km/h,—,1018 hPa,41 %
2024-04-03 18:00:00,19.2 °C,5.6 °C,—,0 mm,3.6 km/h,—,1016.9 hPa,41 %
2024-04-03 19:00:00,17 °C,5 °C,—,0 mm,7.6 km/h,—,1017 hPa,45 %
2024-04-03 20:00:00,17 °C,5 °C,—,0 mm,3.6 km/h,—,1017 hPa,45 %
2024-04-03 21:00:00,16.6 °C,3.3 °C,—,0 mm,11.2 km/h,—,1017.6 hPa,41 %
2024-04-03 22:00:00,16 °C,4.1 °C,—,0 mm,7.6 km/h,—,1017 hPa,45 %
2024-04-03 23:00:00,15 °C,3.2 °C,—,0 mm,9.4 km/h,—,1017 hPa,45 %
2024-04-02 18:00:00,24 °C,7.6 °C,—,0 mm,11 km/h,—,1008.4 hPa,35 %
2024-04-02 19:00:00,20 °C,8 °C,—,0 mm,9 km/h,—,1009 hPa,46 %
2024-04-02 20:00:00,19 °C,8.9 °C,—,0 mm,6 km/h,—,1009 hPa,52 %
2024-04-02 21:00:00,19.3 °C,8.9 °C,—,0 mm,5 km/h,—,1009.7 hPa,51 %
2024-04-02 22:00:00,16 °C,10.1 °C,—,0 mm,6 km/h,—,1010 hPa,68 %
2024-04-02 23:00:00,16 °C,10.1 °C,—,0 mm,7 km/h,—,1010 hPa,68 %
2024-04-01 18:00:00,22.1 °C,10.9 °C,—,0 mm,8 km/h,—,1016.2 hPa,49 %
2024-04-01 19:00:00,17 °C,11.9 °C,—,0 mm,2 km/h,—,1016 hPa,72 %
2024-04-01 20:00:00,17 °C,11.1 °C,—,0 mm,2 km/h,—,1016 hPa,68 %
2024-04-01 21:00:00,16.6 °C,10.9 °C,—,0 mm,0 km/h,—,1016.3 hPa,69 %
2024-04-01 22:00:00,17 °C,9.9 °C,—,0 mm,0 km/h,—,1015 hPa,63 %
2024-04-01 23:00:00,17 °C,9.9 °C,—,0 mm,0 km/h,—,1015 hPa,63 %
2024-03-31 18:00:00,20.3 °C,10.4 °C,—,0 mm,11 km/h,—,1018.3 hPa,53 %
2024-03-31 19:00:00,18 °C,11.1 °C,—,0 mm,9 km/h,—,1018 hPa,64 %
2024-03-31 20:00:00,17 °C,11.9 °C,—,0 mm,9 km/h,—,1018 hPa,72 %
2024-03-31 21:00:00,16.7 °C,11.8 °C,—,0 mm,9 km/h,—,1018.6 hPa,73 %
2024-03-31 22:00:00,15 °C,11 °C,—,0 mm,4 km/h,—,1019 hPa,77 %
2024-03-31 23:00:00,15 °C,11 °C,—,0 mm,2 km/h,—,1019 hPa,77 %
2024-03-30 18:00:00,22.2 °C,9.4 °C,—,0 mm,5 km/h,—,1017.3 hPa,44 %
2024-03-30 19:00:00,21 °C,6.9 °C,—,0 mm,2 km/h,—,1017 hPa,40 %
2024-03-30 20:00:00,19 °C,8.9 °C,—,0 mm,6 km/h,—,1017 hPa,52 %
2024-03-30 21:00:00,19 °C,8.6 °C,—,0 mm,5 km/h,—,1017.9 hPa,51 %
2024-03-30 22:00:00,15 °C,10 °C,—,0 mm,2 km/h,—,1018 hPa,72 %
2024-03-30 23:00:00,16 °C,9 °C,—,0 mm,5.5 km/h,—,1018 hPa,63 %
2024-03-29 18:00:00,18.7 °C,11.5 °C,—,0 mm,5 km/h,—,1017.7 hPa,63 %
2024-03-29 19:00:00,15 °C,10 °C,—,0 mm,7 km/h,—,1018 hPa,72 %
2024-03-29 20:00:00,15 °C,10 °C,—,0 mm,7 km/h,—,1018 hPa,72 %
2024-03-29 21:00:00,14.5 °C,9.7 °C,—,0 mm,8 km/h,—,1018.8 hPa,73 %
2024-03-29 22:00:00,14 °C,9 °C,—,0 mm,2 km/h,—,1019 hPa,72 %
2024-03-29 23:00:00,14 °C,9 °C,—,0 mm,7 km/h,—,1019 hPa,72 %
2024-03-28 18:00:00,18.3 °C,6.8 °C,—,0 mm,9 km/h,—,1013 hPa,47 %
2024-03-28 19:00:00,19 °C,7.1 °C,—,0 mm,7 km/h,—,1013 hPa,46 %
2024-03-28 20:00:00,17 °C,8.9 °C,—,0 mm,4 km/h,—,1013 hPa,59 %
2024-03-28 21:00:00,16.8 °C,9 °C,—,0 mm,4 km/h,—,1013 hPa,60 %
2024-03-28 22:00:00,15 °C,8 °C,—,0 mm,4 km/h,—,1014 hPa,63 %
2024-03-28 23:00:00,14 °C,8 °C,—,0 mm,6 km/h,—,1014 hPa,67 %
2024-03-27 18:00:00,20.1 °C,7.1 °C,—,0 mm,9.4 km/h,—,1011.6 hPa,43 %
2024-03-27 19:00:00,20 °C,7 °C,—,0 mm,9.4 km/h,—,1011 hPa,43 %
2024-03-27 20:00:00,19 °C,7.1 °C,—,0 mm,5.4 km/h,—,1011 hPa,46 %
2024-03-27 21:00:00,15.9 °C,7.9 °C,—,0 mm,8 km/h,—,1011.6 hPa,59 %
2024-03-27 22:00:00,16 °C,9 °C,—,0 mm,9 km/h,—,1012 hPa,63 %
2024-03-27 23:00:00,16 °C,9 °C,—,0 mm,7 km/h,—,1012 hPa,63 %
2024-03-26 18:00:00,12.2 °C,-1 °C,—,0 mm,3.6 km/h,—,1015.9 hPa,40 %
2024-03-26 19:00:00,12 °C,3 °C,—,0 mm,7.6 km/h,—,1015 hPa,54 %
2024-03-26 20:00:00,11 °C,5.1 °C,—,0 mm,9.4 km/h,—,1016 hPa,67 %
2024-03-26 21:00:00,11 °C,5.1 °C,—,0 mm,9.4 km/h,—,1016.3 hPa,67 %
2024-03-26 22:00:00,11 °C,5.1 °C,—,0 mm,11 km/h,—,1015 hPa,67 %
2024-03-26 23:00:00,11 °C,5.9 °C,—,0 mm,11 km/h,—,1015 hPa,71 %
2024-03-25 18:00:00,8.7 °C,5.1 °C,—,0 mm,7.6 km/h,—,1007.4 hPa,78 %
2024-03-25 19:00:00,8 °C,6 °C,—,0.7 mm,0 km/h,—,1009 hPa,87 %
2024-03-25 20:00:00,8 °C,6.9 °C,—,0.1 mm,1.8 km/h,—,1010 hPa,93 %
2024-03-25 21:00:00,8 °C,6.3 °C,—,0 mm,3.6 km/h,—,1010.1 hPa,89 %
2024-03-25 22:00:00,7 °C,5 °C,—,0 mm,7.6 km/h,—,1011 hPa,87 %
2024-03-25 23:00:00,7 °C,5 °C,—,0 mm,9.4 km/h,—,1012 hPa,87 %
2024-03-24 18:00:00,15.1 °C,4.2 °C,—,0 mm,9.4 km/h,—,1007.7 hPa,48 %
2024-03-24 19:00:00,13 °C,4.9 °C,—,0 mm,3.6 km/h,—,1007 hPa,58 %
2024-03-24 20:00:00,12 °C,4.9 °C,—,0 mm,7.6 km/h,—,1007 hPa,62 %
2024-03-24 21:00:00,11.7 °C,6.6 °C,—,0 mm,11.2 km/h,—,1007.6 hPa,71 %
2024-03-24 22:00:00,12 °C,7.1 °C,—,0 mm,7.6 km/h,—,1006 hPa,72 %
2024-03-24 23:00:00,12 °C,8.1 °C,—,0 mm,11.2 km/h,—,1005 hPa,77 %
2024-03-23 18:00:00,10.7 °C,3.5 °C,—,0 mm,11.2 km/h,—,1016.4 hPa,61 %
2024-03-23 19:00:00,10 °C,3.1 °C,—,0 mm,7.6 km/h,—,1015 hPa,62 %
2024-03-23 20:00:00,9 °C,4 °C,—,0 mm,5.4 km/h,—,1015 hPa,71 %
2024-03-23 21:00:00,8.5 °C,3.9 °C,—,0 mm,0 km/h,—,1015.6 hPa,73 %
2024-03-23 22:00:00,9 °C,4 °C,—,0 mm,0 km/h,—,1015 hPa,71 %
2024-03-23 23:00:00,8 °C,4.9 °C,—,0 mm,0 km/h,—,1014 hPa,81 %
2024-03-22 18:00:00,8.5 °C,2.7 °C,—,0 mm,24.1 km/h,—,1019.5 hPa,67 %
2024-03-22 19:00:00,8 °C,3.1 °C,—,0 mm,11.2 km/h,—,1019 hPa,71 %
2024-03-22 20:00:00,7 °C,0 °C,—,0 mm,11.2 km/h,—,1020 hPa,61 %
2024-03-22 21:00:00,6.2 °C,0.9 °C,—,0 mm,5.4 km/h,—,1020.2 hPa,69 %
2024-03-22 22:00:00,6 °C,0.9 °C,—,0 mm,0 km/h,—,1020 hPa,70 %
2024-03-22 23:00:00,5 °C,2 °C,—,0 mm,0 km/h,—,1020 hPa,81 %
2024-03-21 18:00:00,8.5 °C,2.9 °C,—,2.4 mm,3.6 km/h,—,1018.4 hPa,68 %
2024-03-21 19:00:00,9 °C,4 °C,—,1.4 mm,11.2 km/h,—,1018 hPa,71 %
2024-03-21 20:00:00,7 °C,5 °C,—,0 mm,24.1 km/h,—,1018 hPa,87 %
2024-03-21 21:00:00,6.7 °C,4.7 °C,—,0 mm,0 km/h,—,1018.2 hPa,87 %
2024-03-21 22:00:00,7 °C,4 °C,—,0 mm,1.8 km/h,—,1018 hPa,81 %
2024-03-21 23:00:00,7 °C,5 °C,—,0 mm,0 km/h,—,1017 hPa,87 %
2024-03-20 18:00:00,8.1 °C,2.3 °C,—,0 mm,20.5 km/h,—,1020.9 hPa,67 %
2024-03-20 19:00:00,8 °C,3.1 °C,—,0 mm,22.3 km/h,—,1021 hPa,71 %
2024-03-20 20:00:00,7 °C,3.1 °C,—,0 mm,16.6 km/h,—,1022 hPa,76 %
2024-03-20 21:00:00,6.2 °C,2.5 °C,—,0 mm,11.2 km/h,—,1022.4 hPa,77 %
2024-03-20 22:00:00,7 °C,2.1 °C,—,0 mm,14.8 km/h,—,1022 hPa,71 %
2024-03-20 23:00:00,6 °C,2.1 °C,—,0 mm,7.6 km/h,—,1022 hPa,76 %
2024-03-19 18:00:00,14 °C,4.3 °C,—,0 mm,24.1 km/h,—,1012.2 hPa,52 %
2024-03-19 19:00:00,12 °C,4 °C,—,0 mm,25.9 km/h,—,1013 hPa,58 %
2024-03-19 20:00:00,11 °C,5.1 °C,—,0 mm,22.3 km/h,—,1013 hPa,67 %
2024-03-19 21:00:00,10.6 °C,6.5 °C,—,0.2 mm,31.3 km/h,—,1013.8 hPa,76 %
2024-03-19 22:00:00,10 °C,7.1 °C,—,0.2 mm,25.9 km/h,—,1014 hPa,82 %
2024-03-19 23:00:00,10 °C,7.1 °C,—,0 mm,27.7 km/h,—,1014 hPa,82 %
2024-03-18 18:00:00,12.5 °C,5.9 °C,—,0 mm,13 km/h,—,1013.6 hPa,64 %
2024-03-18 19:00:00,12 °C,6.1 °C,—,0 mm,5.4 km/h,—,1013 hPa,67 %
2024-03-18 20:00:00,12 °C,4.9 °C,—,0 mm,0 km/h,—,1013 hPa,62 %
2024-03-18 21:00:00,11.2 °C,5.5 °C,—,0 mm,3.6 km/h,—,1013.8 hPa,68 %
2024-03-18 22:00:00,10 °C,7.1 °C,—,0 mm,3.6 km/h,—,1014 hPa,82 %
2024-03-18 23:00:00,10 °C,7.9 °C,—,0 mm,0 km/h,—,1013 hPa,87 %
2024-03-17 18:00:00,13.5 °C,1.8 °C,—,0 mm,16.6 km/h,—,1018.8 hPa,45 %
2024-03-17 19:00:00,12 °C,1.9 °C,—,0 mm,18.4 km/h,—,1018 hPa,50 %
2024-03-17 20:00:00,10 °C,3.1 °C,—,0 mm,22.3 km/h,—,1019 hPa,62 %
2024-03-17 21:00:00,9.5 °C,3.9 °C,—,0 mm,16.6 km/h,—,1019.2 hPa,68 %
2024-03-17 22:00:00,9 °C,3 °C,—,0 mm,14.8 km/h,—,1019 hPa,66 %
2024-03-17 23:00:00,8 °C,3.1 °C,—,0 mm,13 km/h,—,1018 hPa,71 %
2024-03-16 18:00:00,12.2 °C,4.7 °C,—,0.1 mm,11.2 km/h,—,1020.5 hPa,60 %
2024-03-16 19:00:00,12 °C,4.9 °C,—,0 mm,14.8 km/h,—,1021 hPa,62 %
2024-03-16 20:00:00,10 °C,5 °C,—,0 mm,11.2 km/h,—,1021 hPa,71 %
2024-03-16 21:00:00,9.7 °C,5.3 °C,—,0 mm,13 km/h,—,1021.3 hPa,74 %
2024-03-16 22:00:00,9 °C,5 °C,—,0 mm,11.2 km/h,—,1021 hPa,76 %
2024-03-16 23:00:00,8 °C,4.9 °C,—,0 mm,13 km/h,—,1021 hPa,81 %
2024-03-15 18:00:00,9.6 °C,5.6 °C,—,0 mm,7.6 km/h,—,1018.7 hPa,76 %
2024-03-15 19:00:00,10 °C,6 °C,—,0 mm,11.2 km/h,—,1018 hPa,76 %
2024-03-15 20:00:00,8 °C,4.9 °C,—,0 mm,11.2 km/h,—,1019 hPa,81 %
2024-03-15 21:00:00,7.5 °C,5.1 °C,—,0 mm,11.2 km/h,—,1019.2 hPa,85 %
2024-03-15 22:00:00,7 °C,5 °C,—,0 mm,11.2 km/h,—,1019 hPa,87 %
2024-03-15 23:00:00,7 °C,5 °C,—,0 mm,5.4 km/h,—,1019 hPa,87 %
2024-03-14 18:00:00,11.5 °C,8.2 °C,—,0 mm,9.4 km/h,—,1014.1 hPa,80 %
2024-03-14 19:00:00,11 °C,9.1 °C,—,0 mm,7.6 km/h,—,1014 hPa,88 %
2024-03-14 20:00:00,11 °C,9.1 °C,—,0 mm,9.4 km/h,—,1015 hPa,88 %
2024-03-14 21:00:00,10.2 °C,8.5 °C,—,0 mm,3.6 km/h,—,1015.3 hPa,89 %
2024-03-14 22:00:00,10 °C,7.9 °C,—,0 mm,1.8 km/h,—,1015 hPa,87 %
2024-03-14 23:00:00,11 °C,9.1 °C,—,0.3 mm,3.6 km/h,—,1015 hPa,88 %
2024-03-13 18:00:00,11.2 °C,9.3 °C,—,0 mm,13 km/h,—,1011.2 hPa,88 %
2024-03-13 19:00:00,11 °C,9.1 °C,—,0 mm,9.4 km/h,—,1012 hPa,88 %
2024-03-13 20:00:00,10 °C,9.1 °C,—,0 mm,7.6 km/h,—,1012 hPa,94 %
2024-03-13 21:00:00,9.6 °C,8.4 °C,—,0 mm,7.6 km/h,—,1012.8 hPa,92 %
2024-03-13 22:00:00,9 °C,8.1 °C,—,0 mm,3.6 km/h,—,1013 hPa,94 %
2024-03-13 23:00:00,9 °C,8.1 °C,—,0 mm,0 km/h,—,1013 hPa,94 %
2024-03-12 18:00:00,13.7 °C,9.1 °C,—,0.3 mm,14.8 km/h,—,1012.6 hPa,74 %
2024-03-12 19:00:00,12 °C,9 °C,—,0 mm,20.5 km/h,—,1014 hPa,82 %
2024-03-12 20:00:00,11 °C,10.1 °C,—,0 mm,5.4 km/h,—,1014 hPa,94 %
2024-03-12 21:00:00,11.2 °C,9.8 °C,—,0.8 mm,14.8 km/h,—,1014.5 hPa,91 %
2024-03-12 22:00:00,11 °C,9.1 °C,—,0.8 mm,16.6 km/h,—,1012 hPa,88 %
2024-03-12 23:00:00,11 °C,10.1 °C,—,0.2 mm,18.4 km/h,—,1012 hPa,94 %
2024-03-11 18:00:00,17.5 °C,2.3 °C,—,0 mm,0 km/h,—,1019 hPa,36 %
2024-03-11 19:00:00,16 °C,3.1 °C,—,0 mm,3.6 km/h,—,1018.9 hPa,42 %
2024-03-11 20:00:00,14 °C,3.2 °C,—,0 mm,1.8 km/h,—,1018.9 hPa,48 %
2024-03-11 21:00:00,15 °C,3.2 °C,—,0 mm,7.6 km/h,—,1018.4 hPa,45 %
2024-03-11 22:00:00,13 °C,3.9 °C,—,0 mm,3.6 km/h,—,1018 hPa,54 %
2024-03-11 23:00:00,13 °C,4.9 °C,—,0 mm,9.4 km/h,—,1018 hPa,58 %
2024-03-10 18:00:00,10.5 °C,3.5 °C,—,0 mm,5.4 km/h,—,1020.6 hPa,62 %
2024-03-10 19:00:00,9 °C,4 °C,—,0 mm,3.6 km/h,—,1020 hPa,71 %
2024-03-10 20:00:00,8 °C,4 °C,—,0 mm,0 km/h,—,1020 hPa,76 %
2024-03-10 21:00:00,8.6 °C,5 °C,—,0 mm,5.4 km/h,—,1020.9 hPa,78 %
2024-03-10 22:00:00,8 °C,4 °C,—,0 mm,1.8 km/h,—,1020 hPa,76 %
2024-03-10 23:00:00,8 °C,3.1 °C,—,0 mm,0 km/h,—,1021 hPa,71 %
2024-03-09 18:00:00,8.1 °C,5.2 °C,—,0 mm,18.4 km/h,—,1021.8 hPa,82 %
2024-03-09 19:00:00,7 °C,5 °C,—,0 mm,14.8 km/h,—,1021 hPa,87 %
2024-03-09 20:00:00,7 °C,5 °C,—,0 mm,16.6 km/h,—,1022 hPa,87 %
2024-03-09 21:00:00,5.7 °C,4.3 °C,—,0 mm,14.8 km/h,—,1021.9 hPa,91 %
2024-03-09 22:00:00,6 °C,4 °C,—,0 mm,11.2 km/h,—,1022.1 hPa,87 %
2024-03-09 23:00:00,6 °C,4 °C,—,0 mm,5.4 km/h,—,1021 hPa,87 %
2024-03-08 18:00:00,7 °C,4.7 °C,—,0.9 mm,16.6 km/h,—,1017.7 hPa,85 %
2024-03-08 19:00:00,7 °C,5 °C,—,0.7 mm,13 km/h,—,1018 hPa,87 %
2024-03-08 20:00:00,7 °C,5 °C,—,0.5 mm,11.2 km/h,—,1019 hPa,87 %
2024-03-08 21:00:00,6.5 °C,4.7 °C,—,0.2 mm,9.4 km/h,—,1019.1 hPa,88 %
2024-03-08 22:00:00,7 °C,5 °C,—,0.2 mm,3.6 km/h,—,1019 hPa,87 %
2024-03-08 23:00:00,6 °C,4 °C,—,0 mm,3.6 km/h,—,1020 hPa,87 %
2024-03-07 18:00:00,12.2 °C,3.4 °C,—,0 mm,3.6 km/h,—,1017.7 hPa,55 %
2024-03-07 19:00:00,11 °C,2 °C,—,0 mm,20.5 km/h,—,1018 hPa,54 %
2024-03-07 20:00:00,10 °C,3.1 °C,—,0 mm,20.5 km/h,—,1018 hPa,62 %
2024-03-07 21:00:00,9.2 °C,2.5 °C,—,0 mm,25.9 km/h,—,1018.2 hPa,63 %
2024-03-07 22:00:00,9 °C,3 °C,—,0 mm,24.1 km/h,—,1018 hPa,66 %
2024-03-07 23:00:00,8 °C,3.1 °C,—,0 mm,20.5 km/h,—,1017 hPa,71 %
2024-03-06 18:00:00,9 °C,3 °C,—,0 mm,13 km/h,—,1017.9 hPa,66 %
2024-03-06 19:00:00,8 °C,2 °C,—,0 mm,14.8 km/h,—,1018 hPa,66 %
2024-03-06 20:00:00,7 °C,2.1 °C,—,0 mm,11.2 km/h,—,1018 hPa,71 %
2024-03-06 21:00:00,7.1 °C,2 °C,—,0 mm,11.2 km/h,—,1018.8 hPa,70 %
2024-03-06 22:00:00,7 °C,3.1 °C,—,0 mm,9.4 km/h,—,1018 hPa,76 %
2024-03-06 23:00:00,7 °C,4 °C,—,0 mm,7.6 km/h,—,1018 hPa,81 %
2024-03-05 18:00:00,10.7 °C,9 °C,—,0.1 mm,11.2 km/h,—,1008.5 hPa,89 %
2024-03-05 19:00:00,10 °C,9.1 °C,—,0.1 mm,14.8 km/h,—,1009 hPa,94 %
2024-03-05 20:00:00,10 °C,7.9 °C,—,0 mm,18.4 km/h,—,1010 hPa,87 %
2024-03-05 21:00:00,9.6 °C,7.9 °C,—,0.1 mm,16.6 km/h,—,1010 hPa,89 %
2024-03-05 22:00:00,10 °C,7.9 °C,—,0 mm,14.8 km/h,—,1010 hPa,87 %
2024-03-05 23:00:00,10 °C,7.9 °C,—,0 mm,14.8 km/h,—,1011 hPa,87 %
2024-03-04 18:00:00,12.7 °C,7.4 °C,—,0 mm,3.6 km/h,—,1014.1 hPa,70 %
2024-03-04 19:00:00,12 °C,6.1 °C,—,0 mm,7.6 km/h,—,1013 hPa,67 %
2024-03-04 20:00:00,11 °C,6.9 °C,—,0 mm,7.6 km/h,—,1013 hPa,76 %
2024-03-04 21:00:00,11.2 °C,7.1 °C,—,0 mm,11.2 km/h,—,1013.5 hPa,76 %
2024-03-04 22:00:00,10 °C,6 °C,—,0 mm,7.6 km/h,—,1013 hPa,76 %
2024-03-04 23:00:00,10 °C,6 °C,—,0 mm,9.4 km/h,—,1013 hPa,76 %
2024-03-03 18:00:00,10.6 °C,6.7 °C,—,0 mm,13 km/h,—,1015.2 hPa,77 %
2024-03-03 19:00:00,10 °C,6 °C,—,0 mm,13 km/h,—,1015 hPa,76 %
2024-03-03 20:00:00,10 °C,6 °C,—,0 mm,9.4 km/h,—,1015 hPa,76 %
2024-03-03 21:00:00,9.7 °C,6.4 °C,—,0 mm,9.4 km/h,—,1015.7 hPa,80 %
2024-03-03 22:00:00,10 °C,6 °C,—,0 mm,9.4 km/h,—,1016 hPa,76 %
2024-03-03 23:00:00,10 °C,6 °C,—,0 mm,7.6 km/h,—,1015 hPa,76 %
2024-03-02 18:00:00,11.7 °C,9.1 °C,—,0 mm,5.4 km/h,—,1011.8 hPa,84 %
2024-03-02 19:00:00,12 °C,9 °C,—,0 mm,3.6 km/h,—,1012 hPa,82 %
2024-03-02 20:00:00,11 °C,6.9 °C,—,0 mm,13 km/h,—,1012 hPa,76 %
2024-03-02 21:00:00,10.2 °C,7.3 °C,—,0 mm,11.2 km/h,—,1012.6 hPa,82 %
2024-03-02 22:00:00,10 °C,7.1 °C,—,0 mm,13 km/h,—,1013 hPa,82 %
2024-03-02 23:00:00,10 °C,7.1 °C,—,0 mm,9.4 km/h,—,1013 hPa,82 %
2024-03-01 18:00:00,11 °C,7.1 °C,—,0 mm,14.8 km/h,—,1014.4 hPa,77 %
2024-03-01 19:00:00,10 °C,7.1 °C,—,0 mm,18.4 km/h,—,1014 hPa,82 %
2024-03-01 20:00:00,10 °C,7.1 °C,—,0 mm,11.2 km/h,—,1014 hPa,82 %
2024-03-01 21:00:00,9 °C,7 °C,—,0 mm,20.5 km/h,—,1014.4 hPa,87 %
2024-03-01 22:00:00,9 °C,7 °C,—,0 mm,16.6 km/h,—,1014 hPa,87 %
2024-03-01 23:00:00,9 °C,7 °C,—,0 mm,14.8 km/h,—,1013 hPa,87 %
2024-02-29 18:00:00,13 °C,7 °C,—,0 mm,25.9 km/h,—,1020.6 hPa,67 %
2024-02-29 19:00:00,11 °C,5.9 °C,—,0 mm,20.5 km/h,—,1021 hPa,71 %
2024-02-29 20:00:00,9 °C,6.1 °C,—,0 mm,18.4 km/h,—,1020 hPa,82 %
2024-02-29 21:00:00,9.2 °C,5.9 °C,—,0 mm,18.4 km/h,—,1020.7 hPa,80 %
2024-02-29 22:00:00,9 °C,6.1 °C,—,0 mm,18.4 km/h,—,1020 hPa,82 %
2024-02-29 23:00:00,9 °C,6.1 °C,—,0 mm,13 km/h,—,1020 hPa,82 %
2024-02-28 18:00:00,13 °C,8.5 °C,—,0 mm,9.4 km/h,—,1022.5 hPa,74 %
2024-02-28 19:00:00,13 °C,4.9 °C,—,0 mm,11.2 km/h,—,1022 hPa,58 %
2024-02-28 20:00:00,11 °C,5.1 °C,—,0 mm,13 km/h,—,1022 hPa,67 %
2024-02-28 21:00:00,10.2 °C,5 °C,—,0 mm,14.8 km/h,—,1022.6 hPa,70 %
2024-02-28 22:00:00,10 °C,5 °C,—,0 mm,13 km/h,—,1022 hPa,71 %
2024-02-28 23:00:00,9 °C,6.1 °C,—,0 mm,11.2 km/h,—,1022 hPa,82 %
2024-02-27 18:00:00,11.2 °C,7.3 °C,—,0 mm,5.4 km/h,—,1020 hPa,77 %
2024-02-27 19:00:00,11 °C,5.1 °C,—,0 mm,13 km/h,—,1020 hPa,67 %
2024-02-27 20:00:00,10 °C,6 °C,—,0 mm,14.8 km/h,—,1021 hPa,76 %
2024-02-27 21:00:00,9.2 °C,5.2 °C,—,0 mm,11.2 km/h,—,1021.2 hPa,76 %
2024-02-27 22:00:00,9 °C,5 °C,—,0 mm,7.6 km/h,—,1021 hPa,76 %
2024-02-27 23:00:00,9 °C,5 °C,—,0 mm,9.4 km/h,—,1022 hPa,76 %
2024-02-26 18:00:00,12 °C,7.3 °C,—,0 mm,27.7 km/h,—,1011.8 hPa,73 %
2024-02-26 19:00:00,10 °C,7.9 °C,—,0 mm,25.9 km/h,—,1013 hPa,87 %
2024-02-26 20:00:00,10 °C,7.1 °C,—,0 mm,20.5 km/h,—,1013 hPa,82 %
2024-02-26 21:00:00,9.2 °C,7 °C,—,0 mm,24.1 km/h,—,1013.5 hPa,86 %
2024-02-26 22:00:00,9 °C,7 °C,—,0 mm,22.3 km/h,—,1014 hPa,87 %
2024-02-26 23:00:00,8 °C,6 °C,—,0 mm,24.1 km/h,—,1015 hPa,87 %
2024-02-25 18:00:00,19 °C,2.4 °C,—,0 mm,1.8 km/h,—,1017 hPa,33 %
2024-02-25 19:00:00,17 °C,2.2 °C,—,0 mm,0 km/h,—,1016 hPa,37 %
2024-02-25 20:00:00,15 °C,4.1 °C,—,0 mm,3.6 km/h,—,1016 hPa,48 %
