DateTime,TEMP,DWPT,TSUN,PRCP,WSPD,WPGT,PRES,RHUM
2024-06-15 04:00:00,19 °C,16 °C,—,0 mm,9.4 km/h,—,1012 hPa,83 %
2024-06-15 05:00:00,19 °C,15.1 °C,—,0 mm,11.2 km/h,—,1012 hPa,78 %
2024-06-14 01:00:00,26 °C,20.1 °C,—,0 mm,5.4 km/h,—,1010 hPa,70 %
2024-06-14 02:00:00,25 °C,18.9 °C,—,0 mm,3.6 km/h,—,1010 hPa,69 %
2024-06-14 03:00:00,24.3 °C,19.6 °C,—,0 mm,7.6 km/h,—,1009.6 hPa,75 %
2024-06-14 04:00:00,25 °C,21.1 °C,—,0 mm,7.6 km/h,—,1010 hPa,79 %
2024-06-14 05:00:00,25 °C,22.1 °C,—,0 mm,5.4 km/h,—,1009 hPa,84 %
2024-06-13 01:00:00,27 °C,16.9 °C,—,0 mm,14.8 km/h,—,1012 hPa,54 %
2024-06-13 02:00:00,26 °C,20.1 °C,—,0 mm,24.1 km/h,—,1012 hPa,70 %
2024-06-13 03:00:00,25.1 °C,21 °C,—,0 mm,20.5 km/h,—,1011.7 hPa,78 %
2024-06-13 04:00:00,25 °C,21.1 °C,—,0 mm,13 km/h,—,1012 hPa,79 %
2024-06-13 05:00:00,24 °C,19.9 °C,—,0 mm,11.2 km/h,—,1012 hPa,78 %
2024-06-12 00:00:00,25.7 °C,18.9 °C,—,0 mm,7.6 km/h,—,1009.1 hPa,66 %
2024-06-12 01:00:00,25 °C,20 °C,—,0 mm,11.2 km/h,—,1010 hPa,74 %
2024-06-12 02:00:00,25 °C,20 °C,—,0 mm,14.8 km/h,—,1010 hPa,74 %
2024-06-12 03:00:00,24.8 °C,19.6 °C,—,0 mm,18.4 km/h,—,1009.5 hPa,73 %
2024-06-12 04:00:00,24 °C,19.9 °C,—,0 mm,14.8 km/h,—,1010 hPa,78 %
2024-06-12 05:00:00,24 °C,19.9 °C,—,0 mm,13 km/h,—,1011 hPa,78 %
2024-06-11 01:00:00,25 °C,18 °C,—,0 mm,5.4 km/h,—,1010 hPa,65 %
2024-06-11 02:00:00,24 °C,17 °C,—,0 mm,3.6 km/h,—,1010 hPa,65 %
2024-06-11 03:00:00,22.8 °C,20.1 °C,—,0 mm,1.8 km/h,—,1009.4 hPa,85 %
2024-06-11 04:00:00,23 °C,19 °C,—,0 mm,0 km/h,—,1009 hPa,78 %
2024-06-11 05:00:00,23 °C,18.1 °C,—,0 mm,5.4 km/h,—,1009 hPa,74 %
2024-06-10 01:00:00,22 °C,16.1 °C,—,0 mm,11.2 km/h,—,1011 hPa,69 %
2024-06-10 02:00:00,22 °C,16.9 °C,—,0 mm,11.2 km/h,—,1011 hPa,73 %
2024-06-10 03:00:00,22.3 °C,17.2 °C,—,0 mm,14.8 km/h,—,1010.7 hPa,73 %
2024-06-10 04:00:00,22 °C,18 °C,—,0 mm,11.2 km/h,—,1010 hPa,78 %
2024-06-10 05:00:00,21 °C,18 °C,—,0 mm,11.2 km/h,—,1011 hPa,83 %
2024-06-09 00:00:00,22.5 °C,18.3 °C,—,0 mm,27.7 km/h,—,1011.7 hPa,77 %
2024-06-09 01:00:00,22 °C,19 °C,—,0 mm,20.5 km/h,—,1012 hPa,83 %
2024-06-09 02:00:00,22 °C,19 °C,—,0 mm,16.6 km/h,—,1012 hPa,83 %
2024-06-09 03:00:00,20.8 °C,18.6 °C,—,0 mm,11.2 km/h,—,1011.4 hPa,87 %
2024-06-09 04:00:00,21 °C,18.9 °C,—,0 mm,14.8 km/h,—,1011 hPa,88 %
2024-06-09 05:00:00,21 °C,18 °C,—,0 mm,5.4 km/h,—,1012 hPa,83 %
2024-06-08 00:00:00,22.5 °C,18.1 °C,—,0 mm,16.6 km/h,—,1014.3 hPa,76 %
2024-06-08 01:00:00,22 °C,18 °C,—,0 mm,18.4 km/h,—,1014 hPa,78 %
2024-06-08 02:00:00,22 °C,19 °C,—,0 mm,20.5 km/h,—,1014 hPa,83 %
2024-06-08 03:00:00,21.5 °C,18.5 °C,—,0 mm,20.5 km/h,—,1013.4 hPa,83 %
2024-06-08 04:00:00,21 °C,18.9 °C,—,0 mm,14.8 km/h,—,1013 hPa,88 %
2024-06-08 05:00:00,21 °C,18 °C,—,0 mm,13 km/h,—,1013 hPa,83 %
2024-06-07 01:00:00,24 °C,15 °C,—,0 mm,16.6 km/h,—,1016 hPa,57 %
2024-06-07 02:00:00,23 °C,15.1 °C,—,0 mm,14.8 km/h,—,1016 hPa,61 %
2024-06-07 03:00:00,23.2 °C,15.3 °C,—,0 mm,14.8 km/h,—,1015.8 hPa,61 %
2024-06-07 04:00:00,22 °C,18 °C,—,0 mm,20.5 km/h,—,1015 hPa,78 %
2024-06-07 05:00:00,22 °C,19 °C,—,0 mm,20.5 km/h,—,1016 hPa,83 %
2024-06-06 00:00:00,25.7 °C,9.9 °C,—,0 mm,13 km/h,—,1012.4 hPa,37 %
2024-06-06 01:00:00,24 °C,9.9 °C,—,0 mm,9.4 km/h,—,1012 hPa,41 %
2024-06-06 02:00:00,24 °C,11 °C,—,0 mm,9.4 km/h,—,1012 hPa,44 %
2024-06-06 03:00:00,24.4 °C,11.4 °C,—,0 mm,7.6 km/h,—,1011.5 hPa,44 %
2024-06-06 04:00:00,25 °C,10.8 °C,—,0 mm,3.6 km/h,—,1012 hPa,41 %
2024-06-06 05:00:00,24 °C,12 °C,—,0 mm,14.8 km/h,—,1013 hPa,47 %
2024-06-05 01:00:00,24 °C,19.1 °C,—,0 mm,9.4 km/h,—,1010 hPa,74 %
2024-06-05 02:00:00,23 °C,19 °C,—,0 mm,5.4 km/h,—,1011 hPa,78 %
2024-06-05 03:00:00,22.9 °C,20.1 °C,—,0 mm,11.2 km/h,—,1010.6 hPa,84 %
2024-06-05 04:00:00,23 °C,19 °C,—,0 mm,11.2 km/h,—,1011 hPa,78 %
2024-06-05 05:00:00,22 °C,19 °C,—,0 mm,11.2 km/h,—,1012 hPa,83 %
2024-06-04 01:00:00,26 °C,11 °C,—,0 mm,9.4 km/h,—,1012 hPa,39 %
2024-06-04 02:00:00,25 °C,11.9 °C,—,0 mm,7.6 km/h,—,1011 hPa,44 %
2024-06-04 03:00:00,23.6 °C,12.3 °C,—,0 mm,7.6 km/h,—,1010.8 hPa,49 %
2024-06-04 04:00:00,22 °C,13.1 °C,—,0 mm,5.4 km/h,—,1011 hPa,57 %
2024-06-04 05:00:00,23 °C,12.9 °C,—,0 mm,3.6 km/h,—,1011 hPa,53 %
2024-06-03 01:00:00,25 °C,14.2 °C,—,0 mm,5.4 km/h,—,1015 hPa,51 %
2024-06-03 02:00:00,24 °C,15 °C,—,0 mm,7.6 km/h,—,1015 hPa,57 %
2024-06-03 03:00:00,23.2 °C,14.7 °C,—,0 mm,3.6 km/h,—,1015 hPa,59 %
2024-06-03 04:00:00,23 °C,15.1 °C,—,0 mm,0 km/h,—,1015 hPa,61 %
2024-06-03 05:00:00,22 °C,15.1 °C,—,0 mm,3.6 km/h,—,1015 hPa,65 %
2024-06-02 00:00:00,23.7 °C,11.7 °C,—,0 mm,3.6 km/h,—,1016.9 hPa,47 %
2024-06-02 01:00:00,23 °C,12 °C,—,0 mm,3.6 km/h,—,1017 hPa,50 %
2024-06-02 02:00:00,22 °C,13.1 °C,—,0 mm,5.4 km/h,—,1016 hPa,57 %
2024-06-02 03:00:00,21.9 °C,13.5 °C,—,0 mm,3.6 km/h,—,1016.3 hPa,59 %
2024-06-02 04:00:00,21 °C,13.9 °C,—,0 mm,3.6 km/h,—,1016 hPa,64 %
2024-06-02 05:00:00,20 °C,13.9 °C,—,0 mm,5.4 km/h,—,1017 hPa,68 %
2024-06-01 01:00:00,20 °C,15 °C,—,0 mm,1.8 km/h,—,1015 hPa,73 %
2024-06-01 02:00:00,21 °C,13.9 °C,—,0 mm,5.4 km/h,—,1016 hPa,64 %
2024-06-01 03:00:00,20 °C,15 °C,—,0 mm,0 km/h,—,1015.5 hPa,73 %
2024-06-01 04:00:00,19 °C,16 °C,—,0 mm,1.8 km/h,—,1016 hPa,83 %
2024-06-01 05:00:00,19 °C,17 °C,—,0 mm,7.6 km/h,—,1016 hPa,88 %
2024-05-31 01:00:00,19 °C,15.1 °C,—,0 mm,0 km/h,—,1012 hPa,78 %
2024-05-31 02:00:00,19 °C,15.1 °C,—,0 mm,3.6 km/h,—,1012 hPa,78 %
2024-05-31 03:00:00,18.2 °C,14.3 °C,—,0 mm,3.6 km/h,—,1011.6 hPa,78 %
2024-05-31 04:00:00,18 °C,15.1 °C,—,0 mm,0 km/h,—,1012 hPa,83 %
2024-05-31 05:00:00,19 °C,16 °C,—,0 mm,5.4 km/h,—,1012 hPa,83 %
2024-05-30 00:00:00,18.6 °C,13.5 °C,—,0 mm,11.2 km/h,—,1010.1 hPa,72 %
2024-05-30 01:00:00,18 °C,13.1 °C,—,0 mm,9.4 km/h,—,1010.2 hPa,73 %
2024-05-30 02:00:00,17 °C,12.9 °C,—,0 mm,9.4 km/h,—,1010.3 hPa,77 %
2024-05-30 03:00:00,17.3 °C,14 °C,—,0 mm,11.2 km/h,—,1009.7 hPa,81 %
2024-05-30 04:00:00,18 °C,13.1 °C,—,0 mm,5.4 km/h,—,1010 hPa,73 %
2024-05-30 05:00:00,18 °C,16 °C,—,0 mm,9.4 km/h,—,1010 hPa,88 %
2024-05-29 00:00:00,17.1 °C,11.8 °C,—,0 mm,3.6 km/h,—,1013.9 hPa,71 %
2024-05-29 01:00:00,16 °C,11 °C,—,0 mm,0 km/h,—,1014 hPa,72 %
2024-05-29 02:00:00,16 °C,11 °C,—,0 mm,0 km/h,—,1013 hPa,72 %
2024-05-29 03:00:00,16.4 °C,11.1 °C,—,0 mm,3.6 km/h,—,1013.1 hPa,71 %
2024-05-29 04:00:00,15 °C,11 °C,—,0 mm,3.6 km/h,—,1013 hPa,77 %
2024-05-29 05:00:00,15 °C,12 °C,—,0 mm,1.8 km/h,—,1013 hPa,82 %
2024-05-28 01:00:00,15 °C,12 °C,—,0 mm,0 km/h,—,1015 hPa,82 %
2024-05-28 02:00:00,15 °C,12 °C,—,0 mm,1.8 km/h,—,1015 hPa,82 %
2024-05-28 03:00:00,14.8 °C,12.1 °C,—,0 mm,9.4 km/h,—,1014.7 hPa,84 %
2024-05-28 04:00:00,14 °C,12 °C,—,0 mm,7.6 km/h,—,1015 hPa,88 %
2024-05-28 05:00:00,14 °C,12 °C,—,0 mm,3.6 km/h,—,1014 hPa,88 %
2024-05-27 01:00:00,16 °C,12 °C,—,0 mm,18.4 km/h,—,1016 hPa,77 %
2024-05-27 02:00:00,15 °C,12 °C,—,0 mm,14.8 km/h,—,1016 hPa,82 %
2024-05-27 03:00:00,15.2 °C,11.8 °C,—,0 mm,11.2 km/h,—,1016.2 hPa,80 %
2024-05-27 04:00:00,15 °C,12 °C,—,0 mm,9.4 km/h,—,1016 hPa,82 %
2024-05-27 05:00:00,15 °C,12 °C,—,0 mm,11.2 km/h,—,1016 hPa,82 %
2024-05-26 01:00:00,17 °C,14.1 °C,—,0 mm,18.4 km/h,—,1015 hPa,83 %
2024-05-26 02:00:00,17 °C,14.1 °C,—,0 mm,16.6 km/h,—,1015 hPa,83 %
2024-05-26 03:00:00,16.7 °C,13.2 °C,—,0 mm,18.4 km/h,—,1014.6 hPa,80 %
2024-05-26 04:00:00,16 °C,12.9 °C,—,0 mm,11.2 km/h,—,1014 hPa,82 %
2024-05-26 05:00:00,16 °C,12.9 °C,—,0 mm,9.4 km/h,—,1014 hPa,82 %
2024-05-25 01:00:00,17 °C,15 °C,—,0 mm,11.2 km/h,—,1015 hPa,88 %
2024-05-25 02:00:00,17 °C,15 °C,—,0 mm,13 km/h,—,1015 hPa,88 %
2024-05-25 03:00:00,17.6 °C,14.5 °C,—,0 mm,11.2 km/h,—,1014.7 hPa,82 %
2024-05-25 04:00:00,17 °C,14.1 °C,—,0 mm,9.4 km/h,—,1014 hPa,83 %
2024-05-25 05:00:00,17 °C,14.1 °C,—,0 mm,5.4 km/h,—,1014 hPa,83 %
2024-05-24 01:00:00,17 °C,12.9 °C,—,0 mm,9.4 km/h,—,1012 hPa,77 %
2024-05-24 02:00:00,15 °C,12 °C,—,0 mm,0 km/h,—,1012 hPa,82 %
2024-05-24 03:00:00,15 °C,12.7 °C,—,0 mm,3.6 km/h,—,1012.3 hPa,86 %
2024-05-24 04:00:00,15 °C,13 °C,—,0.7 mm,5.4 km/h,—,1013 hPa,88 %
2024-05-24 05:00:00,14 °C,13 °C,—,0.5 mm,7.6 km/h,—,1013 hPa,94 %
2024-05-23 00:00:00,17.2 °C,13.7 °C,—,0 mm,14.8 km/h,—,1010 hPa,80 %
2024-05-23 01:00:00,17 °C,14.1 °C,—,0 mm,20.5 km/h,—,1010 hPa,83 %
2024-05-23 02:00:00,17 °C,14.1 °C,—,0 mm,22.3 km/h,—,1010 hPa,83 %
2024-05-23 03:00:00,16.4 °C,13.7 °C,—,0 mm,20.5 km/h,—,1009.9 hPa,84 %
2024-05-23 04:00:00,16 °C,12.9 °C,—,0 mm,18.4 km/h,—,1010 hPa,82 %
2024-05-23 05:00:00,16 °C,12.9 °C,—,0 mm,14.8 km/h,—,1010 hPa,82 %
2024-05-22 01:00:00,16 °C,12.9 °C,—,0 mm,11.2 km/h,—,1014 hPa,82 %
2024-05-22 02:00:00,16 °C,12.9 °C,—,0 mm,9.4 km/h,—,1013 hPa,82 %
2024-05-22 03:00:00,15.7 °C,13.7 °C,—,0 mm,11.2 km/h,—,1013 hPa,88 %
2024-05-22 04:00:00,16 °C,14 °C,—,0 mm,11.2 km/h,—,1013 hPa,88 %
2024-05-22 05:00:00,16 °C,14 °C,—,0 mm,9.4 km/h,—,1012 hPa,88 %
2024-05-21 01:00:00,16 °C,12 °C,—,0 mm,20.5 km/h,—,1016 hPa,77 %
2024-05-21 02:00:00,15 °C,12 °C,—,0 mm,13 km/h,—,1015 hPa,82 %
2024-05-21 03:00:00,15.1 °C,12 °C,—,0 mm,13 km/h,—,1015.3 hPa,82 %
2024-05-21 04:00:00,16 °C,12 °C,—,0 mm,14.8 km/h,—,1016 hPa,77 %
2024-05-21 05:00:00,16 °C,12 °C,—,0 mm,14.8 km/h,—,1016 hPa,77 %
2024-05-20 01:00:00,15 °C,13 °C,—,0 mm,22.3 km/h,—,1014 hPa,88 %
2024-05-20 02:00:00,15 °C,13 °C,—,0 mm,16.6 km/h,—,1014 hPa,88 %
2024-05-20 03:00:00,14.9 °C,12.6 °C,—,0 mm,18.4 km/h,—,1013.3 hPa,86 %
2024-05-20 04:00:00,15 °C,12 °C,—,0 mm,22.3 km/h,—,1013 hPa,82 %
2024-05-20 05:00:00,15 °C,12 °C,—,0 mm,18.4 km/h,—,1014 hPa,82 %
2024-05-19 01:00:00,17 °C,9.9 °C,—,0 mm,7.6 km/h,—,1016 hPa,63 %
2024-05-19 02:00:00,16 °C,11 °C,—,0 mm,9.4 km/h,—,1015 hPa,72 %
2024-05-19 03:00:00,16.3 °C,10.6 °C,—,0 mm,7.6 km/h,—,1015.4 hPa,69 %
2024-05-19 04:00:00,16 °C,11 °C,—,0 mm,9.4 km/h,—,1015 hPa,72 %
2024-05-19 05:00:00,16 °C,11 °C,—,0 mm,9.4 km/h,—,1015 hPa,72 %
2024-05-18 01:00:00,15 °C,12 °C,—,0 mm,20.5 km/h,—,1017 hPa,82 %
2024-05-18 02:00:00,15 °C,12 °C,—,0 mm,22.3 km/h,—,1017 hPa,82 %
2024-05-18 03:00:00,14.4 °C,11.5 °C,—,0 mm,18.4 km/h,—,1016.8 hPa,83 %
2024-05-18 04:00:00,14 °C,12 °C,—,0 mm,16.6 km/h,—,1017 hPa,88 %
2024-05-18 05:00:00,14 °C,12 °C,—,0 mm,13 km/h,—,1017 hPa,88 %
2024-05-17 01:00:00,14 °C,6.1 °C,—,0 mm,16.6 km/h,—,1020 hPa,59 %
2024-05-17 02:00:00,14 °C,6.1 °C,—,0.4 mm,14.8 km/h,—,1020 hPa,59 %
2024-05-17 03:00:00,14 °C,7.1 °C,—,1.7 mm,14.8 km/h,—,1020.1 hPa,63 %
2024-05-17 04:00:00,14 °C,8 °C,—,0 mm,13 km/h,—,1020 hPa,67 %
2024-05-17 05:00:00,14 °C,9 °C,—,0 mm,14.8 km/h,—,1020 hPa,72 %
2024-05-16 00:00:00,13.2 °C,8.1 °C,—,0 mm,16.6 km/h,—,1020.4 hPa,71 %
2024-05-16 01:00:00,13 °C,8.1 °C,—,0 mm,14.8 km/h,—,1020 hPa,72 %
2024-05-16 02:00:00,13 °C,8.1 °C,—,0 mm,11.2 km/h,—,1020 hPa,72 %
2024-05-16 03:00:00,12.2 °C,8.5 °C,—,0 mm,13 km/h,—,1020.1 hPa,78 %
2024-05-16 04:00:00,12 °C,9 °C,—,0 mm,11.2 km/h,—,1020 hPa,82 %
2024-05-16 05:00:00,11 °C,9.1 °C,—,0 mm,9.4 km/h,—,1021 hPa,88 %
2024-05-15 00:00:00,12 °C,2.4 °C,—,0 mm,7.6 km/h,—,1017.2 hPa,52 %
2024-05-15 01:00:00,12 °C,3 °C,—,0 mm,7.6 km/h,—,1017 hPa,54 %
2024-05-15 02:00:00,11 °C,2 °C,—,0 mm,5.4 km/h,—,1017 hPa,54 %
2024-05-15 03:00:00,11.1 °C,3.9 °C,—,0 mm,9.4 km/h,—,1016.9 hPa,61 %
2024-05-15 04:00:00,10 °C,3.1 °C,—,0 mm,9.4 km/h,—,1017 hPa,62 %
2024-05-15 05:00:00,10 °C,2.1 °C,—,0 mm,7.6 km/h,—,1017 hPa,58 %
2024-05-14 00:00:00,11 °C,6.7 °C,—,0 mm,9.4 km/h,—,1018.7 hPa,75 %
2024-05-14 01:00:00,10 °C,7.1 °C,—,0 mm,5.4 km/h,—,1018 hPa,82 %
2024-05-14 02:00:00,10 °C,7.1 °C,—,0 mm,3.6 km/h,—,1018 hPa,82 %
2024-05-14 03:00:00,9.4 °C,6.7 °C,—,0 mm,7.6 km/h,—,1017.9 hPa,83 %
2024-05-14 04:00:00,9 °C,7 °C,—,0 mm,7.6 km/h,—,1018 hPa,87 %
2024-05-14 05:00:00,9 °C,6.1 °C,—,0 mm,7.6 km/h,—,1018 hPa,82 %
2024-05-13 01:00:00,14 °C,12 °C,—,0 mm,9.4 km/h,—,1015 hPa,88 %
2024-05-13 02:00:00,15 °C,11 °C,—,0 mm,14.8 km/h,—,1015 hPa,77 %
2024-05-13 03:00:00,14.3 °C,11.1 °C,—,0 mm,14.8 km/h,—,1015 hPa,81 %
2024-05-13 04:00:00,14 °C,12 °C,—,0 mm,13 km/h,—,1015 hPa,88 %
2024-05-13 05:00:00,14 °C,11 °C,—,0 mm,5.4 km/h,—,1015 hPa,82 %
2024-05-12 01:00:00,12 °C,9 °C,—,0 mm,7.6 km/h,—,1016 hPa,82 %
2024-05-12 02:00:00,11 °C,9.1 °C,—,0 mm,3.6 km/h,—,1016 hPa,88 %
2024-05-12 03:00:00,11.6 °C,9 °C,—,0 mm,1.8 km/h,—,1015.6 hPa,84 %
2024-05-12 04:00:00,10 °C,7.9 °C,—,0 mm,3.6 km/h,—,1015 hPa,87 %
2024-05-12 05:00:00,10 °C,7.9 °C,—,0 mm,5.4 km/h,—,1015 hPa,87 %
2024-05-11 00:00:00,14.8 °C,10 °C,—,0 mm,31.7 km/h,—,1011 hPa,73 %
2024-05-11 01:00:00,15 °C,10 °C,—,1.4 mm,37.1 km/h,—,1010 hPa,72 %
2024-05-11 02:00:00,15 °C,10 °C,—,3.3 mm,33.5 km/h,—,1010 hPa,72 %
2024-05-11 03:00:00,14.9 °C,10.1 °C,—,2.7 mm,37.1 km/h,—,1009.7 hPa,73 %
2024-05-11 04:00:00,14 °C,11 °C,—,2.5 mm,35.3 km/h,—,1009 hPa,82 %
2024-05-11 05:00:00,14 °C,12 °C,—,0.7 mm,37.1 km/h,—,1009 hPa,88 %
2024-05-10 01:00:00,15 °C,12 °C,—,0 mm,22.3 km/h,—,1015 hPa,82 %
2024-05-10 02:00:00,15 °C,12 °C,—,0 mm,20.5 km/h,—,1015 hPa,82 %
2024-05-10 03:00:00,15.2 °C,12 °C,—,0 mm,20.5 km/h,—,1014.5 hPa,81 %
2024-05-10 04:00:00,15 °C,12 °C,—,0 mm,20.5 km/h,—,1014 hPa,82 %
2024-05-10 05:00:00,15 °C,12 °C,—,0 mm,16.6 km/h,—,1014 hPa,82 %
2024-05-09 00:00:00,15.4 °C,13.1 °C,—,0 mm,27.7 km/h,—,1016.5 hPa,86 %
2024-05-09 01:00:00,15 °C,13 °C,—,0 mm,27.7 km/h,—,1016 hPa,88 %
2024-05-09 02:00:00,15 °C,13 °C,—,0 mm,27.7 km/h,—,1016 hPa,88 %
2024-05-09 03:00:00,14.9 °C,12.9 °C,—,0 mm,20.5 km/h,—,1015.7 hPa,88 %
2024-05-09 04:00:00,15 °C,13 °C,—,0 mm,22.3 km/h,—,1015 hPa,88 %
2024-05-09 05:00:00,15 °C,13 °C,—,0 mm,25.9 km/h,—,1015 hPa,88 %
2024-05-08 00:00:00,16.5 °C,8.7 °C,—,0 mm,0 km/h,—,1014.4 hPa,60 %
2024-05-08 01:00:00,17 °C,8.9 °C,—,0 mm,0 km/h,—,1014 hPa,59 %
2024-05-08 02:00:00,16 °C,9 °C,—,0 mm,0 km/h,—,1014 hPa,63 %
2024-05-08 03:00:00,15.5 °C,8.9 °C,—,0 mm,0 km/h,—,1014 hPa,65 %
2024-05-08 04:00:00,14 °C,11 °C,—,0 mm,3.6 km/h,—,1014 hPa,82 %
2024-05-08 05:00:00,14 °C,12 °C,—,0 mm,0 km/h,—,1014 hPa,88 %
2024-05-07 00:00:00,14.4 °C,7.4 °C,—,0 mm,0 km/h,—,1015.5 hPa,63 %
2024-05-07 01:00:00,13 °C,9.1 °C,—,0 mm,3.6 km/h,—,1015 hPa,77 %
2024-05-07 02:00:00,13 °C,9.1 °C,—,0 mm,5.4 km/h,—,1015 hPa,77 %
2024-05-07 03:00:00,12.9 °C,9.3 °C,—,0 mm,3.6 km/h,—,1015.1 hPa,79 %
2024-05-07 04:00:00,13 °C,10 °C,—,0 mm,7.6 km/h,—,1015 hPa,82 %
2024-05-07 05:00:00,13 °C,10 °C,—,0 mm,5.4 km/h,—,1014 hPa,82 %
2024-05-06 00:00:00,11.2 °C,6.1 °C,—,0 mm,7.6 km/h,—,1017.4 hPa,71 %
2024-05-06 01:00:00,12 °C,6.1 °C,—,0 mm,5.4 km/h,—,1017 hPa,67 %
2024-05-06 02:00:00,11 °C,5.9 °C,—,0 mm,0 km/h,—,1017 hPa,71 %
2024-05-06 03:00:00,10.9 °C,6 °C,—,0 mm,3.6 km/h,—,1016.7 hPa,72 %
2024-05-06 04:00:00,10 °C,6 °C,—,0 mm,3.6 km/h,—,1016 hPa,76 %
2024-05-06 05:00:00,10 °C,6 °C,—,0 mm,3.6 km/h,—,1016 hPa,76 %
2024-05-05 00:00:00,14 °C,11.9 °C,—,0 mm,20.5 km/h,—,1009.7 hPa,87 %
2024-05-05 01:00:00,14 °C,11 °C,—,0 mm,14.8 km/h,—,1011 hPa,82 %
2024-05-05 02:00:00,14 °C,11 °C,—,0 mm,18.4 km/h,—,1011 hPa,82 %
2024-05-05 03:00:00,13.4 °C,10.6 °C,—,0.7 mm,14.8 km/h,—,1010.8 hPa,83 %
2024-05-05 04:00:00,13.1 °C,10.6 °C,—,1.3 mm,18.4 km/h,—,1011.1 hPa,85 %
2024-05-05 05:00:00,13 °C,11.1 °C,—,0.4 mm,16.6 km/h,—,1011 hPa,88 %
2024-05-04 00:00:00,12.7 °C,11.1 °C,—,0 mm,0 km/h,—,1005.7 hPa,90 %
2024-05-04 01:00:00,13 °C,12.1 °C,—,0 mm,7.6 km/h,—,1005 hPa,94 %
2024-05-04 02:00:00,13 °C,12.1 °C,—,0 mm,5.4 km/h,—,1005 hPa,94 %
2024-05-04 03:00:00,12.6 °C,11.2 °C,—,0 mm,5.4 km/h,—,1004.8 hPa,91 %
2024-05-04 04:00:00,12 °C,11.1 °C,—,1.8 mm,5.4 km/h,—,1004 hPa,94 %
2024-05-04 05:00:00,12 °C,11.1 °C,—,0.1 mm,5.4 km/h,—,1004 hPa,94 %
2024-05-03 00:00:00,13.3 °C,10.3 °C,—,0 mm,0 km/h,—,1010.6 hPa,82 %
2024-05-03 01:00:00,13 °C,11.1 °C,—,0 mm,5.4 km/h,—,1010 hPa,88 %
2024-05-03 02:00:00,13 °C,11.1 °C,—,0 mm,0 km/h,—,1009 hPa,88 %
2024-05-03 03:00:00,12.6 °C,10.5 °C,—,0 mm,0 km/h,—,1009.3 hPa,87 %
2024-05-03 04:00:00,12 °C,11.1 °C,—,0 mm,0 km/h,—,1009 hPa,94 %
2024-05-03 05:00:00,12 °C,10.1 °C,—,0 mm,1.8 km/h,—,1009 hPa,88 %
2024-05-02 01:00:00,14 °C,11 °C,—,0 mm,9.4 km/h,—,1014 hPa,82 %
2024-05-02 02:00:00,13.7 °C,11.2 °C,—,0 mm,11.2 km/h,—,1014.2 hPa,85 %
2024-05-02 03:00:00,13.6 °C,11.3 °C,—,0 mm,11.2 km/h,—,1013.6 hPa,86 %
2024-05-02 04:00:00,14 °C,11 °C,—,0 mm,9.4 km/h,—,1013 hPa,82 %
2024-05-02 05:00:00,13 °C,11.1 °C,—,0 mm,7.6 km/h,—,1013 hPa,88 %
2024-05-01 00:00:00,14.9 °C,13.6 °C,—,0 mm,16.6 km/h,—,1017.7 hPa,92 %
2024-05-01 01:00:00,14 °C,13 °C,—,0 mm,24 km/h,—,1017 hPa,94 %
2024-05-01 02:00:00,14 °C,13 °C,—,0 mm,28 km/h,—,1017 hPa,94 %
2024-05-01 03:00:00,13.9 °C,12.6 °C,—,0 mm,28 km/h,—,1016.7 hPa,92 %
2024-05-01 04:00:00,14 °C,13 °C,—,0 mm,19 km/h,—,1017 hPa,94 %
2024-05-01 05:00:00,13 °C,13 °C,—,0 mm,22 km/h,—,1017 hPa,100 %
2024-04-30 01:00:00,14 °C,13 °C,—,0 mm,9.4 km/h,—,1020 hPa,94 %
2024-04-30 02:00:00,14 °C,12 °C,—,0 mm,13 km/h,—,1020 hPa,88 %
2024-04-30 03:00:00,13.8 °C,12.4 °C,—,0 mm,11.2 km/h,—,1019.7 hPa,91 %
2024-04-30 04:00:00,14 °C,13 °C,—,0 mm,13 km/h,—,1019 hPa,94 %
2024-04-30 05:00:00,14 °C,12 °C,—,0 mm,16.6 km/h,—,1019 hPa,88 %
2024-04-29 01:00:00,14 °C,13 °C,—,0 mm,18.4 km/h,—,1021 hPa,94 %
2024-04-29 02:00:00,14 °C,12 °C,—,0 mm,14.8 km/h,—,1021 hPa,88 %
2024-04-29 03:00:00,13.7 °C,12.1 °C,—,0 mm,14.8 km/h,—,1021.2 hPa,90 %
2024-04-29 04:00:00,14 °C,12 °C,—,0 mm,13 km/h,—,1021 hPa,88 %
2024-04-29 05:00:00,14 °C,12 °C,—,0 mm,13 km/h,—,1021.6 hPa,88 %
2024-04-28 01:00:00,14 °C,10 °C,—,0 mm,25.9 km/h,—,1018 hPa,77 %
2024-04-28 02:00:00,13 °C,11.1 °C,—,0 mm,29.5 km/h,—,1017 hPa,88 %
2024-04-28 03:00:00,13.2 °C,10.2 °C,—,0 mm,16.6 km/h,—,1017.4 hPa,82 %
2024-04-28 04:00:00,13 °C,11.1 °C,—,0 mm,16.6 km/h,—,1018 hPa,88 %
2024-04-28 05:00:00,13 °C,11.1 °C,—,0 mm,16.6 km/h,—,1018 hPa,88 %
2024-04-27 01:00:00,15 °C,10 °C,—,0 mm,14.8 km/h,—,1016 hPa,72 %
